bw_avg,blacklisted_PRBs,total_PRBs,max_IO,max_IO_par,min_IO,min_IO_par,avg_IO,PRACH_IO,current_QM_DL,current_RI_DL,total_bytes_TX,ulsch_power,ulsch_noise_power,sync_pos,round_trials_0,round_trials_0_par,round_trials_1,round_trials_1_par,round_trials_2,round_trials_2_par,round_trials_3,DTX,current_QM_UL,current_RI_UL,total_bytes_RX,total_bytes_scheduled,PH,PCMAX,RSRP,meas,UL_RI,TPMI,dlsch_rounds_0,dlsch_rounds_1,dlsch_rounds_2,dlsch_rounds_3,dlsch_errors,pucch0_DTX,BLER_DL,MCS_DL,dlsch_total_bytes,ulsch_rounds_0,ulsch_rounds_1,ulsch_rounds_2,ulsch_rounds_3,ulsch_DTX,ulsch_errors,BLER_UL,MCS_UL,ulsch_total_bytes_scheduled,ulsch_total_bytes_received,rtt
0.7241843421966468,0,106,22,54,0,53,12,4.6,2,1,-1358395335,48.9,8.5,-1,196563,0.0092,1810,4.6e-05,9,2.5e-05,5,8,6,1,0,205580,0,0,-98,3,1,0,459358,35249,135,56,9,6,0.0141,11,2723470443,196729,1811,9,5,8,3,0.00214,28,20115231,20114531,23.29098039215686
0.8652351639754863,0,106,21,9,0,53,13,6.8,4,1,-1355972259,48.9,17.0,-1,196952,0.0092,1816,4.6e-05,9,2.5e-05,5,8,6,1,0,206216,0,0,-98,16,1,0,460561,35250,135,56,9,6,0.00492,21,2728314306,197169,1821,9,5,8,3,0.013,28,20164272,20163760,23.29098039215686
0.7815091180911184,0,106,21,9,0,53,13,6.0,6,1,-1349043798,48.9,17.8,1,197374,0.0092,1821,4.6e-05,9,2.5e-05,5,8,6,1,0,206746,0,0,-98,12,1,0,461525,35425,136,56,9,6,0.14475,19,2733987601,197585,1823,9,5,8,3,0.01109,28,20206689,20206071,24.244928973918086
0.7351790335756532,0,106,22,54,0,53,14,5.5,6,1,-1343849272,48.9,18.5,-1,197797,0.0092,1824,4.6e-05,9,2.5e-05,5,8,6,1,0,207103,0,0,-98,9,1,0,462578,35427,136,56,9,8,0.05241,19,2739119165,198008,1832,10,5,9,3,0.01298,28,20254717,20254089,23.290980392156865
0.8297497088214381,0,106,21,9,0,53,13,5.4,6,1,-1332025992,48.9,17.2,-1,198621,0.0093,1839,5e-05,10,2.5e-05,5,9,6,1,0,208869,0,0,-98,2,1,0,464527,35629,136,56,9,8,0.0925,22,2750658552,198833,1840,10,5,9,3,0.01305,28,20337066,20336438,28.033729111760657
0.8407480801357623,0,106,22,54,0,53,14,6.3,6,1,-1325509837,49.0,17.4,-1,199034,0.0093,1843,5e-05,10,2.5e-05,5,9,6,1,0,209293,0,0,-98,14,1,0,465527,35700,136,56,9,8,0.07796,22,2756881844,199250,1843,10,5,9,3,0.00872,28,20378027,20377399,23.29098039215686
0.8437972940135218,0,106,22,54,0,53,14,6.0,6,1,-1317852616,48.9,17.8,-1,199460,0.0093,1848,5e-05,10,2.5e-05,5,9,6,1,0,209823,0,0,-98,11,1,0,466697,35743,136,56,9,8,0.04663,23,2764375450,199678,1851,10,5,9,3,0.01279,28,20426315,20425605,23.29098039215686
0.7364682313559607,0,106,22,54,0,53,13,5.5,6,1,-1309776881,49.0,16.3,-1,199880,0.0093,1853,5e-05,10,2.5e-05,5,9,6,1,0,210392,0,0,-98,7,1,0,467594,35910,136,56,9,8,0.11802,22,2770167559,200079,1854,10,5,9,3,0.01007,28,20465444,20464816,23.29098039215686
0.8846945992998231,0,106,22,54,0,53,13,6.4,6,1,-1303104803,48.9,17.5,-1,200295,0.0093,1858,5e-05,10,2.5e-05,5,9,6,1,0,210922,0,0,-98,4,1,0,468756,35961,136,56,9,8,0.06975,22,2777598577,200514,1861,10,5,9,3,0.01557,28,20512905,20511913,23.29098039215686
0.6453990427003753,0,106,21,9,0,53,13,5.4,6,1,-1295601898,48.9,17.1,1,200727,0.0093,1862,5e-05,10,2.5e-05,5,9,6,1,0,211385,0,0,-98,16,1,0,469902,36017,136,56,9,8,0.05528,22,2784836563,200943,1863,10,5,9,3,0.00711,28,20559199,20558571,20.67012151897804
0.7838439040528554,0,106,21,9,0,53,13,5.9,6,1,-1288080398,48.9,16.2,1,201151,0.0093,1864,5e-05,10,2.5e-05,5,9,6,1,0,211597,0,0,-98,13,1,0,470883,36188,136,56,9,8,0.14572,23,2791081545,201356,1864,10,5,9,3,0.00459,28,20599420,20598792,23.29098039215686
0.8964031598999389,0,106,19,91,0,53,12,6.0,6,1,-1282102614,48.9,9.0,1,201544,0.0093,1867,5e-05,10,2.5e-05,5,9,6,1,0,211915,0,0,-98,9,1,0,471824,36211,136,56,9,8,0.06297,21,2796619059,201766,1870,10,5,9,3,0.01243,28,20644284,20643656,25.59898792485222
0.8178356350311915,0,106,19,9,0,53,13,6.5,6,1,-1274792958,48.9,15.6,1,201976,0.0093,1874,5e-05,10,2.5e-05,5,9,6,1,0,212657,0,0,-98,6,1,0,472819,36365,136,56,9,8,0.14668,23,2802725015,202178,1874,10,5,9,3,0.00917,28,20686040,20685412,23.290980392156865
0.8652085303520395,0,106,22,9,0,53,13,7.5,6,1,-1268981269,48.9,16.6,-1,202386,0.0093,1874,4.9e-05,10,2.5e-05,5,9,6,1,0,212657,0,0,-98,2,1,0,473820,36393,136,56,9,8,0.06654,21,2808029020,202609,1875,10,5,9,3,0.0032,28,20730946,20730318,23.290980392156865
0.9388755970887758,0,106,21,9,0,53,13,6.0,6,1,-1262257510,48.9,16.0,-1,202819,0.0093,1878,4.9e-05,10,2.5e-05,5,9,6,1,0,213081,0,0,-98,15,1,0,474780,36519,136,56,9,8,0.12093,23,2813798379,203023,1878,10,5,9,3,0.00618,28,20773184,20772672,27.689230355335205
0.623428550896114,0,106,21,9,0,53,13,6.3,6,1,-1256595469,48.9,16.2,-1,203219,0.0093,1880,4.9e-05,10,2.5e-05,5,9,6,1,0,213293,0,0,-98,11,1,0,475759,36593,136,56,9,8,0.09756,22,2819594996,203436,1882,10,5,9,3,0.00958,28,20814569,20813611,19.45758342454109
0.8406715452760797,0,106,21,9,0,53,14,6.2,6,1,-1251215574,49.0,17.3,-1,203624,0.0093,1885,4.9e-05,10,2.5e-05,5,9,6,1,0,213823,0,0,-98,8,1,0,476625,36653,136,56,9,8,0.07808,23,2824883224,203836,1887,10,5,9,3,0.01188,28,20856887,20856375,23.29098039215686
0.8358795707896098,0,106,22,54,0,53,13,5.8,6,1,-1244102117,48.9,18.4,-1,204036,0.0092,1887,4.9e-05,10,2.5e-05,5,9,6,1,0,214035,0,0,-98,4,1,0,477562,36792,136,56,9,8,0.12121,22,2830580216,204252,1889,10,5,9,3,0.00652,28,20896129,20895617,23.290980392156857
0.8664836927683544,0,106,21,9,0,53,13,7.0,6,1,-1229455232,48.9,17.2,-1,204895,0.0092,1895,4.9e-05,10,2.4e-05,5,9,6,1,0,214883,0,0,-98,13,1,0,479868,36896,136,56,9,8,0.05319,22,2845203922,205112,1897,10,5,9,3,0.00599,28,20987380,20986868,21.10334551620302
0.8556033547668199,0,106,22,54,0,53,13,6.6,6,1,-1221805859,49.0,18.1,-1,205325,0.0092,1899,4.9e-05,10,2.4e-05,5,9,6,1,0,215346,0,0,-98,10,1,0,481017,36960,136,56,9,8,0.05374,22,2852538363,205542,1901,10,5,9,3,0.01088,28,21034353,21033477,23.59605011244169
0.962125506806671,0,106,22,12,0,53,13,6.5,6,1,-1216079294,48.9,17.5,-1,205725,0.0093,1903,4.9e-05,10,2.4e-05,5,9,6,1,0,215770,0,0,-98,6,1,0,481887,37014,136,56,9,8,0.06201,22,2857978235,205939,1904,10,5,9,3,0.00834,28,21076303,21075791,23.290980392156865
0.8980679505118225,0,106,21,9,0,53,13,6.1,6,1,-1208435429,48.8,16.1,-1,206143,0.0093,1909,4.9e-05,10,2.4e-05,5,9,6,1,0,216445,0,0,-98,3,1,0,483019,37095,136,56,9,8,0.07617,23,2865260215,206361,1910,10,5,9,3,0.01084,28,21122927,21122415,23.29098039215686
0.9128348491820518,0,106,21,9,0,53,14,5.7,6,1,-1200696925,48.9,18.1,-1,206565,0.0093,1911,4.8e-05,10,2.4e-05,5,9,6,1,0,216657,0,0,-98,15,1,0,484059,37223,136,56,9,8,0.10039,20,2871290863,206782,1914,10,5,9,3,0.01226,28,21167147,21166635,23.29098039215686
0.9080217757342729,0,106,21,9,0,53,13,6.1,6,1,-1194511457,48.8,17.2,-2,207010,0.0093,1917,4.8e-05,10,2.4e-05,5,9,6,1,0,217667,0,0,-98,12,1,0,485190,37265,136,56,9,8,0.07189,23,2877598595,207226,1919,10,5,9,3,0.01209,28,21214026,21213630,23.29098039215686
0.8860824711064584,0,106,20,12,0,53,13,6.6,6,1,-1188047699,49.0,16.6,0,207427,0.0093,1919,4.8e-05,10,2.4e-05,5,9,6,1,0,217879,0,0,-98,8,1,0,485938,37410,137,56,9,8,0.16716,22,2881715075,207622,1919,10,5,9,3,0.00422,28,21250702,21250190,21.691032764431256
0.8858882148068988,0,106,22,54,0,53,14,5.0,6,1,-1183264994,48.9,18.1,-1,207834,0.0093,1924,4.8e-05,10,2.4e-05,5,9,6,1,0,218409,0,0,-98,5,1,0,486989,37412,137,56,9,8,0.06028,21,2887501936,208048,1927,10,5,9,3,0.01405,28,21297611,21297099,21.322010274088456
0.962316508749543,0,106,22,54,0,53,14,7.1,6,1,-1176509935,48.9,17.6,-1,208252,0.0093,1929,4.8e-05,10,2.4e-05,5,9,6,1,0,218939,0,0,-98,1,1,0,487919,37552,137,56,9,8,0.13951,22,2893024393,208460,1930,10,5,9,3,0.00918,28,21339390,21338878,23.290980392156865
